Pattern Name,Analyte,Amount,Unit,Age,Age interval (years),Notes,Reference
FAO Scoring Pattern,isoleucine,31,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,leucine,63,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,lysine,52,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,methionine+cysteine,25,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,phenylalanine+tyrosine,46,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,threonine,27,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,tryptophan,7,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,valine,41,mg/g protein,1-2 years,"[1,2]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,histidine,16,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,isoleucine,30,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,leucine,61,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,lysine,48,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,methionine+cysteine,23,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,phenylalanine+tyrosine,41,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,threonine,25,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,tryptophan,6.6,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,valine,40,mg/g protein,3-10 years,"[3,10]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,histidine,16,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,isoleucine,30,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,leucine,61,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,lysine,48,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,methionine+cysteine,23,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,phenylalanine+tyrosine,41,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,threonine,25,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,tryptophan,6.6,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,valine,40,mg/g protein,11-14 years,"[11,14]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,histidine,16,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,isoleucine,30,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,leucine,60,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,lysine,47,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,methionine+cysteine,23,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,phenylalanine+tyrosine,40,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,threonine,24,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,tryptophan,6.3,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,valine,40,mg/g protein,15-18 years,"[15,18]",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,histidine,15,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,isoleucine,30,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,leucine,59,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,lysine,45,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,methionine+cysteine,22,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,phenylalanine+tyrosine,38,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,threonine,23,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,tryptophan,6,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO Scoring Pattern,valine,39,mg/g protein,>18 years,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,histidine,22,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,isoleucine,36,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,leucine,73,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,lysine,63,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,methionine+cysteine,31,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,phenylalanine+tyrosine,59,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
FAO amino acid requirements,threonine,35,mg/kg/d,6 months,"(18, inf)",,"Dietary protein quality evaluation in human nutrition: Report of an FAO Expert Consultation (31 March–2 April, 2011; Auckland, New Zealand) In: FAO Food and Nutrition Paper No. 92 [Book]. Rome, Italy: FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS; 2013 [accessed 2023 May 3]. Available from: https://www.fao.org/ag/humannutrition/35978-02317b979a686a57aa4593304ffc17f06.pdf ISBN: 978-92-5-107417-6. ISSN: 0254-4725. PMID: 26369006"
